Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2021-01-01 00:00:00,Denmark,East Denmark,DK-DK2,87.26,175.84,88.0,69.03,entsoe.eu,False,
2021-01-01 01:00:00,Denmark,East Denmark,DK-DK2,81.01,171.37,88.75,69.38,entsoe.eu,False,
2021-01-01 02:00:00,Denmark,East Denmark,DK-DK2,81.3,173.36,88.78,69.04,entsoe.eu,False,
2021-01-01 03:00:00,Denmark,East Denmark,DK-DK2,86.74,181.54,88.06,68.07,entsoe.eu,False,
2021-01-01 04:00:00,Denmark,East Denmark,DK-DK2,98.83,195.14,86.61,67.14,entsoe.eu,False,
2021-01-01 05:00:00,Denmark,East Denmark,DK-DK2,103.45,202.69,85.99,66.77,entsoe.eu,False,
2021-01-01 06:00:00,Denmark,East Denmark,DK-DK2,103.56,203.91,85.99,66.11,entsoe.eu,True,ESTIMATED_FORECASTS_HIERARCHY
2021-01-01 07:00:00,Denmark,East Denmark,DK-DK2,105.41,207.53,85.78,66.51,entsoe.eu,False,
2021-01-01 08:00:00,Denmark,East Denmark,DK-DK2,106.83,202.34,85.61,65.47,entsoe.eu,True,ESTIMATED_FORECASTS_HIERARCHY
2021-01-01 09:00:00,Denmark,East Denmark,DK-DK2,115.84,215.43,84.43,66.34,entsoe.eu,False,
2021-01-01 10:00:00,Denmark,East Denmark,DK-DK2,113.1,208.16,84.7,66.68,entsoe.eu,False,
2021-01-01 11:00:00,Denmark,East Denmark,DK-DK2,110.45,202.65,83.94,65.12,entsoe.eu,False,
2021-01-01 12:00:00,Denmark,East Denmark,DK-DK2,109.17,206.23,83.88,64.86,entsoe.eu,False,
2021-01-01 13:00:00,Denmark,East Denmark,DK-DK2,111.62,210.34,83.24,64.68,entsoe.eu,False,
2021-01-01 14:00:00,Denmark,East Denmark,DK-DK2,114.1,216.78,82.91,65.36,entsoe.eu,False,
2021-01-01 15:00:00,Denmark,East Denmark,DK-DK2,122.28,227.74,81.45,64.51,entsoe.eu,False,
2021-01-01 16:00:00,Denmark,East Denmark,DK-DK2,124.89,230.03,81.05,64.32,entsoe.eu,False,
2021-01-01 17:00:00,Denmark,East Denmark,DK-DK2,122.94,231.23,81.56,65.14,entsoe.eu,False,
2021-01-01 18:00:00,Denmark,East Denmark,DK-DK2,123.41,230.68,81.47,64.1,entsoe.eu,False,
2021-01-01 19:00:00,Denmark,East Denmark,DK-DK2,124.7,228.56,80.7,62.67,entsoe.eu,False,
2021-01-01 20:00:00,Denmark,East Denmark,DK-DK2,122.2,225.98,81.16,62.47,entsoe.eu,False,
2021-01-01 21:00:00,Denmark,East Denmark,DK-DK2,120.39,229.27,82.93,64.41,entsoe.eu,False,
2021-01-01 22:00:00,Denmark,East Denmark,DK-DK2,115.89,223.96,83.93,64.2,entsoe.eu,False,
2021-01-01 23:00:00,Denmark,East Denmark,DK-DK2,103.52,204.59,85.97,63.24,entsoe.eu,True,ESTIMATED_FORECASTS_HIERARCHY
2021-01-02 00:00:00,Denmark,East Denmark,DK-DK2,96.27,196.89,86.75,63.54,entsoe.eu,True,ESTIMATED_FORECASTS_HIERARCHY
2021-01-02 01:00:00,Denmark,East Denmark,DK-DK2,94.75,196.37,86.95,64.07,entsoe.eu,True,ESTIMATED_FORECASTS_HIERARCHY
2021-01-02 02:00:00,Denmark,East Denmark,DK-DK2,90.32,192.6,87.59,64.78,entsoe.eu,True,ESTIMATED_FORECASTS_HIERARCHY
2021-01-02 03:00:00,Denmark,East Denmark,DK-DK2,90.07,191.59,87.6,64.22,entsoe.eu,True,ESTIMATED_FORECASTS_HIERARCHY
2021-01-02 04:00:00,Denmark,East Denmark,DK-DK2,95.64,191.85,86.85,62.51,entsoe.eu,True,ESTIMATED_FORECASTS_HIERARCHY
2021-01-02 05:00:00,Denmark,East Denmark,DK-DK2,114.6,214.52,84.32,62.97,entsoe.eu,True,ESTIMATED_FORECASTS_HIERARCHY
2021-01-02 06:00:00,Denmark,East Denmark,DK-DK2,120.17,222.8,83.06,62.51,entsoe.eu,True,ESTIMATED_FORECASTS_HIERARCHY
2021-01-02 07:00:00,Denmark,East Denmark,DK-DK2,131.94,235.5,80.29,61.74,entsoe.eu,False,
2021-01-02 08:00:00,Denmark,East Denmark,DK-DK2,128.3,222.6,80.82,60.93,entsoe.eu,True,ESTIMATED_FORECASTS_HIERARCHY
2021-01-02 09:00:00,Denmark,East Denmark,DK-DK2,120.81,218.0,82.01,62.78,entsoe.eu,True,ESTIMATED_FORECASTS_HIERARCHY
2021-01-02 10:00:00,Denmark,East Denmark,DK-DK2,116.83,216.68,82.94,64.46,entsoe.eu,False,
2021-01-02 11:00:00,Denmark,East Denmark,DK-DK2,117.22,215.12,82.9,63.96,entsoe.eu,False,
2021-01-02 12:00:00,Denmark,East Denmark,DK-DK2,114.41,213.98,83.31,64.56,entsoe.eu,False,
2021-01-02 13:00:00,Denmark,East Denmark,DK-DK2,116.17,216.57,82.99,64.37,entsoe.eu,False,
2021-01-02 14:00:00,Denmark,East Denmark,DK-DK2,127.27,230.84,80.47,63.91,entsoe.eu,False,
2021-01-02 15:00:00,Denmark,East Denmark,DK-DK2,129.6,235.33,80.67,65.21,entsoe.eu,False,
2021-01-02 16:00:00,Denmark,East Denmark,DK-DK2,129.66,234.97,80.44,65.38,entsoe.eu,False,
2021-01-02 17:00:00,Denmark,East Denmark,DK-DK2,118.74,219.65,82.12,65.64,entsoe.eu,False,
2021-01-02 18:00:00,Denmark,East Denmark,DK-DK2,125.81,230.13,81.33,65.48,entsoe.eu,False,
2021-01-02 19:00:00,Denmark,East Denmark,DK-DK2,121.31,224.5,82.35,65.68,entsoe.eu,False,
2021-01-02 20:00:00,Denmark,East Denmark,DK-DK2,127.72,230.01,81.56,66.05,entsoe.eu,False,
2021-01-02 21:00:00,Denmark,East Denmark,DK-DK2,131.74,234.68,80.6,65.69,entsoe.eu,False,
2021-01-02 22:00:00,Denmark,East Denmark,DK-DK2,119.38,222.24,82.37,65.03,entsoe.eu,False,
2021-01-02 23:00:00,Denmark,East Denmark,DK-DK2,98.75,195.02,86.46,65.9,entsoe.eu,False,
2021-01-03 00:00:00,Denmark,East Denmark,DK-DK2,105.34,204.9,85.49,66.94,entsoe.eu,False,
2021-01-03 01:00:00,Denmark,East Denmark,DK-DK2,102.6,201.53,85.73,68.89,entsoe.eu,False,
2021-01-03 02:00:00,Denmark,East Denmark,DK-DK2,106.14,199.69,85.26,69.23,entsoe.eu,False,
2021-01-03 03:00:00,Denmark,East Denmark,DK-DK2,105.4,195.2,85.32,68.03,entsoe.eu,False,
2021-01-03 04:00:00,Denmark,East Denmark,DK-DK2,116.25,207.31,83.93,67.8,entsoe.eu,False,
2021-01-03 05:00:00,Denmark,East Denmark,DK-DK2,125.57,219.07,82.77,71.67,entsoe.eu,False,
2021-01-03 06:00:00,Denmark,East Denmark,DK-DK2,123.69,214.41,82.84,74.13,entsoe.eu,False,
2021-01-03 07:00:00,Denmark,East Denmark,DK-DK2,116.76,205.95,83.85,74.38,entsoe.eu,False,
2021-01-03 08:00:00,Denmark,East Denmark,DK-DK2,120.08,209.06,83.55,77.48,entsoe.eu,False,
2021-01-03 09:00:00,Denmark,East Denmark,DK-DK2,119.28,208.08,83.73,78.58,entsoe.eu,False,
2021-01-03 10:00:00,Denmark,East Denmark,DK-DK2,114.82,201.26,84.3,79.47,entsoe.eu,False,
2021-01-03 11:00:00,Denmark,East Denmark,DK-DK2,116.6,203.14,84.11,80.9,entsoe.eu,False,
2021-01-03 12:00:00,Denmark,East Denmark,DK-DK2,117.39,203.4,83.99,81.87,entsoe.eu,False,
2021-01-03 13:00:00,Denmark,East Denmark,DK-DK2,118.45,202.81,83.99,82.46,entsoe.eu,False,
2021-01-03 14:00:00,Denmark,East Denmark,DK-DK2,115.98,201.22,84.33,82.81,entsoe.eu,False,
2021-01-03 15:00:00,Denmark,East Denmark,DK-DK2,108.13,187.33,85.35,82.53,entsoe.eu,False,
2021-01-03 16:00:00,Denmark,East Denmark,DK-DK2,110.09,188.97,85.15,81.5,entsoe.eu,False,
2021-01-03 17:00:00,Denmark,East Denmark,DK-DK2,108.65,187.26,85.2,82.16,entsoe.eu,False,
2021-01-03 18:00:00,Denmark,East Denmark,DK-DK2,114.96,195.43,84.51,82.4,entsoe.eu,False,
2021-01-03 19:00:00,Denmark,East Denmark,DK-DK2,115.07,196.02,84.45,82.66,entsoe.eu,False,
2021-01-03 20:00:00,Denmark,East Denmark,DK-DK2,123.73,206.04,83.45,83.31,entsoe.eu,False,
2021-01-03 21:00:00,Denmark,East Denmark,DK-DK2,120.44,202.37,83.77,83.77,entsoe.eu,False,
2021-01-03 22:00:00,Denmark,East Denmark,DK-DK2,131.12,215.12,82.16,81.94,entsoe.eu,False,
2021-01-03 23:00:00,Denmark,East Denmark,DK-DK2,145.04,231.07,80.25,77.34,entsoe.eu,False,
2021-01-04 00:00:00,Denmark,East Denmark,DK-DK2,140.61,228.24,80.91,79.05,entsoe.eu,False,
2021-01-04 01:00:00,Denmark,East Denmark,DK-DK2,144.2,230.29,80.5,77.14,entsoe.eu,False,
2021-01-04 02:00:00,Denmark,East Denmark,DK-DK2,142.69,229.73,80.68,77.12,entsoe.eu,False,
2021-01-04 03:00:00,Denmark,East Denmark,DK-DK2,152.37,246.23,79.55,78.18,entsoe.eu,False,
2021-01-04 04:00:00,Denmark,East Denmark,DK-DK2,136.93,226.6,81.4,81.05,entsoe.eu,False,
2021-01-04 05:00:00,Denmark,East Denmark,DK-DK2,127.48,216.34,82.58,81.52,entsoe.eu,False,
2021-01-04 06:00:00,Denmark,East Denmark,DK-DK2,123.56,208.14,82.74,79.27,entsoe.eu,False,
2021-01-04 07:00:00,Denmark,East Denmark,DK-DK2,173.8,270.83,75.39,74.02,entsoe.eu,False,
2021-01-04 08:00:00,Denmark,East Denmark,DK-DK2,158.14,256.46,76.74,75.97,entsoe.eu,False,
2021-01-04 09:00:00,Denmark,East Denmark,DK-DK2,132.41,221.56,79.78,78.07,entsoe.eu,False,
2021-01-04 10:00:00,Denmark,East Denmark,DK-DK2,137.38,225.17,79.65,77.87,entsoe.eu,False,
2021-01-04 11:00:00,Denmark,East Denmark,DK-DK2,134.01,225.45,80.22,79.24,entsoe.eu,False,
2021-01-04 12:00:00,Denmark,East Denmark,DK-DK2,135.53,227.09,80.05,78.49,entsoe.eu,False,
2021-01-04 13:00:00,Denmark,East Denmark,DK-DK2,138.89,231.35,79.46,77.88,entsoe.eu,False,
2021-01-04 14:00:00,Denmark,East Denmark,DK-DK2,140.84,232.44,79.18,77.04,entsoe.eu,False,
2021-01-04 15:00:00,Denmark,East Denmark,DK-DK2,135.08,224.79,79.93,77.25,entsoe.eu,False,
2021-01-04 16:00:00,Denmark,East Denmark,DK-DK2,139.79,227.66,79.46,75.83,entsoe.eu,False,
2021-01-04 17:00:00,Denmark,East Denmark,DK-DK2,131.69,218.76,80.45,76.22,entsoe.eu,False,
2021-01-04 18:00:00,Denmark,East Denmark,DK-DK2,131.81,220.99,80.52,77.78,entsoe.eu,False,
2021-01-04 19:00:00,Denmark,East Denmark,DK-DK2,127.99,219.67,80.95,79.26,entsoe.eu,False,
2021-01-04 20:00:00,Denmark,East Denmark,DK-DK2,132.1,225.44,80.5,80.18,entsoe.eu,False,
2021-01-04 21:00:00,Denmark,East Denmark,DK-DK2,123.75,215.75,83.01,82.94,entsoe.eu,False,
2021-01-04 22:00:00,Denmark,East Denmark,DK-DK2,125.41,216.38,82.97,82.97,entsoe.eu,False,
2021-01-04 23:00:00,Denmark,East Denmark,DK-DK2,133.24,218.93,81.91,81.91,entsoe.eu,False,
2021-01-05 00:00:00,Denmark,East Denmark,DK-DK2,133.66,212.29,81.8,81.71,entsoe.eu,False,
2021-01-05 01:00:00,Denmark,East Denmark,DK-DK2,132.95,207.07,81.84,80.73,entsoe.eu,False,
2021-01-05 02:00:00,Denmark,East Denmark,DK-DK2,133.2,209.15,81.79,81.08,entsoe.eu,False,
2021-01-05 03:00:00,Denmark,East Denmark,DK-DK2,126.17,204.85,82.76,81.7,entsoe.eu,False,
2021-01-05 04:00:00,Denmark,East Denmark,DK-DK2,128.16,213.99,82.56,82.38,entsoe.eu,False,
2021-01-05 05:00:00,Denmark,East Denmark,DK-DK2,126.42,212.07,82.9,81.31,entsoe.eu,False,
2021-01-05 06:00:00,Denmark,East Denmark,DK-DK2,137.73,229.37,80.66,78.94,entsoe.eu,False,
2021-01-05 07:00:00,Denmark,East Denmark,DK-DK2,148.1,240.61,78.44,75.45,entsoe.eu,False,
2021-01-05 08:00:00,Denmark,East Denmark,DK-DK2,136.1,226.87,80.42,77.12,entsoe.eu,False,
2021-01-05 09:00:00,Denmark,East Denmark,DK-DK2,115.82,204.35,82.75,78.52,entsoe.eu,False,
2021-01-05 10:00:00,Denmark,East Denmark,DK-DK2,119.52,210.88,81.4,77.5,entsoe.eu,False,
2021-01-05 11:00:00,Denmark,East Denmark,DK-DK2,128.81,223.67,79.93,76.68,entsoe.eu,False,
2021-01-05 12:00:00,Denmark,East Denmark,DK-DK2,128.43,228.27,79.92,78.05,entsoe.eu,False,
2021-01-05 13:00:00,Denmark,East Denmark,DK-DK2,123.29,220.44,80.61,77.63,entsoe.eu,False,
2021-01-05 14:00:00,Denmark,East Denmark,DK-DK2,122.93,220.38,81.01,78.14,entsoe.eu,False,
2021-01-05 15:00:00,Denmark,East Denmark,DK-DK2,126.59,221.01,80.41,76.69,entsoe.eu,False,
2021-01-05 16:00:00,Denmark,East Denmark,DK-DK2,116.71,200.87,81.94,75.32,entsoe.eu,False,
2021-01-05 17:00:00,Denmark,East Denmark,DK-DK2,116.94,202.16,82.35,75.4,entsoe.eu,False,
2021-01-05 18:00:00,Denmark,East Denmark,DK-DK2,118.14,212.52,82.08,77.48,entsoe.eu,False,
2021-01-05 19:00:00,Denmark,East Denmark,DK-DK2,123.86,216.73,81.04,75.66,entsoe.eu,False,
2021-01-05 20:00:00,Denmark,East Denmark,DK-DK2,123.45,216.52,81.46,75.82,entsoe.eu,False,
2021-01-05 21:00:00,Denmark,East Denmark,DK-DK2,112.98,204.18,83.51,77.99,entsoe.eu,False,
2021-01-05 22:00:00,Denmark,East Denmark,DK-DK2,97.46,185.4,86.76,81.81,entsoe.eu,False,
2021-01-05 23:00:00,Denmark,East Denmark,DK-DK2,129.13,222.93,82.14,80.04,entsoe.eu,False,
2021-01-06 00:00:00,Denmark,East Denmark,DK-DK2,139.64,237.3,80.47,79.59,entsoe.eu,False,
2021-01-06 01:00:00,Denmark,East Denmark,DK-DK2,140.02,236.45,80.43,77.67,entsoe.eu,False,
2021-01-06 02:00:00,Denmark,East Denmark,DK-DK2,132.88,225.92,81.46,77.65,entsoe.eu,False,
2021-01-06 03:00:00,Denmark,East Denmark,DK-DK2,131.64,223.27,81.74,77.73,entsoe.eu,False,
2021-01-06 04:00:00,Denmark,East Denmark,DK-DK2,126.76,214.81,82.35,78.63,entsoe.eu,False,
2021-01-06 05:00:00,Denmark,East Denmark,DK-DK2,110.38,196.35,84.69,79.28,entsoe.eu,False,
2021-01-06 06:00:00,Denmark,East Denmark,DK-DK2,122.07,212.36,82.33,79.01,entsoe.eu,False,
2021-01-06 07:00:00,Denmark,East Denmark,DK-DK2,127.27,219.03,81.0,77.52,entsoe.eu,False,
2021-01-06 08:00:00,Denmark,East Denmark,DK-DK2,131.39,223.62,80.53,76.65,entsoe.eu,False,
2021-01-06 09:00:00,Denmark,East Denmark,DK-DK2,118.11,209.4,82.12,76.81,entsoe.eu,False,
2021-01-06 10:00:00,Denmark,East Denmark,DK-DK2,125.75,217.76,81.47,76.78,entsoe.eu,False,
2021-01-06 11:00:00,Denmark,East Denmark,DK-DK2,125.59,217.73,81.43,76.65,entsoe.eu,False,
2021-01-06 12:00:00,Denmark,East Denmark,DK-DK2,126.38,219.07,81.27,76.35,entsoe.eu,False,
2021-01-06 13:00:00,Denmark,East Denmark,DK-DK2,133.23,228.82,79.67,74.67,entsoe.eu,False,
2021-01-06 14:00:00,Denmark,East Denmark,DK-DK2,136.94,231.94,78.99,74.16,entsoe.eu,False,
2021-01-06 15:00:00,Denmark,East Denmark,DK-DK2,159.97,252.25,76.05,71.14,entsoe.eu,False,
2021-01-06 16:00:00,Denmark,East Denmark,DK-DK2,171.81,270.83,74.39,69.95,entsoe.eu,False,
2021-01-06 17:00:00,Denmark,East Denmark,DK-DK2,159.84,256.7,76.2,70.13,entsoe.eu,False,
2021-01-06 18:00:00,Denmark,East Denmark,DK-DK2,141.97,234.11,78.3,70.18,entsoe.eu,False,
2021-01-06 19:00:00,Denmark,East Denmark,DK-DK2,129.49,221.57,80.88,72.11,entsoe.eu,False,
2021-01-06 20:00:00,Denmark,East Denmark,DK-DK2,135.05,229.14,80.23,72.51,entsoe.eu,False,
2021-01-06 21:00:00,Denmark,East Denmark,DK-DK2,124.06,218.08,82.47,74.38,entsoe.eu,False,
2021-01-06 22:00:00,Denmark,East Denmark,DK-DK2,123.71,219.69,82.68,74.26,entsoe.eu,False,
2021-01-06 23:00:00,Denmark,East Denmark,DK-DK2,139.59,236.23,80.76,71.27,entsoe.eu,False,
2021-01-07 00:00:00,Denmark,East Denmark,DK-DK2,127.05,224.41,82.89,72.82,entsoe.eu,False,
2021-01-07 01:00:00,Denmark,East Denmark,DK-DK2,124.75,222.09,83.23,72.76,entsoe.eu,False,
2021-01-07 02:00:00,Denmark,East Denmark,DK-DK2,127.31,225.01,82.89,72.51,entsoe.eu,False,
2021-01-07 03:00:00,Denmark,East Denmark,DK-DK2,122.41,218.9,83.59,73.31,entsoe.eu,False,
2021-01-07 04:00:00,Denmark,East Denmark,DK-DK2,100.48,194.02,86.38,73.76,entsoe.eu,False,
2021-01-07 05:00:00,Denmark,East Denmark,DK-DK2,109.33,205.94,85.19,73.4,entsoe.eu,False,
2021-01-07 06:00:00,Denmark,East Denmark,DK-DK2,140.62,239.79,80.93,69.98,entsoe.eu,False,
2021-01-07 07:00:00,Denmark,East Denmark,DK-DK2,159.86,259.83,77.38,66.87,entsoe.eu,False,
2021-01-07 08:00:00,Denmark,East Denmark,DK-DK2,164.07,267.3,75.61,65.7,entsoe.eu,False,
2021-01-07 09:00:00,Denmark,East Denmark,DK-DK2,169.73,275.02,74.19,64.42,entsoe.eu,False,
2021-01-07 10:00:00,Denmark,East Denmark,DK-DK2,196.02,303.07,70.96,62.13,entsoe.eu,False,
2021-01-07 11:00:00,Denmark,East Denmark,DK-DK2,203.43,312.22,69.91,61.13,entsoe.eu,False,
2021-01-07 12:00:00,Denmark,East Denmark,DK-DK2,203.07,311.06,70.07,60.68,entsoe.eu,False,
2021-01-07 13:00:00,Denmark,East Denmark,DK-DK2,199.68,309.67,69.59,60.72,entsoe.eu,False,
2021-01-07 14:00:00,Denmark,East Denmark,DK-DK2,215.13,327.01,68.47,60.75,entsoe.eu,False,
2021-01-07 15:00:00,Denmark,East Denmark,DK-DK2,299.75,427.6,58.57,56.43,entsoe.eu,False,
2021-01-07 16:00:00,Denmark,East Denmark,DK-DK2,266.71,391.74,63.15,59.36,entsoe.eu,False,
2021-01-07 17:00:00,Denmark,East Denmark,DK-DK2,234.98,352.43,66.03,60.63,entsoe.eu,False,
2021-01-07 18:00:00,Denmark,East Denmark,DK-DK2,183.98,292.36,72.37,63.66,entsoe.eu,False,
2021-01-07 19:00:00,Denmark,East Denmark,DK-DK2,164.61,267.12,75.35,63.0,entsoe.eu,False,
2021-01-07 20:00:00,Denmark,East Denmark,DK-DK2,134.92,232.06,81.0,65.69,entsoe.eu,False,
2021-01-07 21:00:00,Denmark,East Denmark,DK-DK2,145.51,247.82,79.63,65.56,entsoe.eu,False,
2021-01-07 22:00:00,Denmark,East Denmark,DK-DK2,123.78,226.46,82.61,65.61,entsoe.eu,False,
2021-01-07 23:00:00,Denmark,East Denmark,DK-DK2,153.88,256.12,79.12,60.01,entsoe.eu,False,
2021-01-08 00:00:00,Denmark,East Denmark,DK-DK2,141.36,242.98,81.16,60.54,entsoe.eu,False,
2021-01-08 01:00:00,Denmark,East Denmark,DK-DK2,135.88,234.92,81.65,60.79,entsoe.eu,False,
2021-01-08 02:00:00,Denmark,East Denmark,DK-DK2,128.04,225.3,82.77,61.49,entsoe.eu,False,
2021-01-08 03:00:00,Denmark,East Denmark,DK-DK2,114.84,211.32,84.23,62.55,entsoe.eu,True,ESTIMATED_FORECASTS_HIERARCHY
2021-01-08 04:00:00,Denmark,East Denmark,DK-DK2,124.96,222.96,82.79,63.12,entsoe.eu,False,
2021-01-08 05:00:00,Denmark,East Denmark,DK-DK2,124.32,226.44,82.67,66.31,entsoe.eu,False,
2021-01-08 06:00:00,Denmark,East Denmark,DK-DK2,156.12,263.02,78.63,65.62,entsoe.eu,False,
2021-01-08 07:00:00,Denmark,East Denmark,DK-DK2,176.99,284.07,74.7,62.46,entsoe.eu,False,
2021-01-08 08:00:00,Denmark,East Denmark,DK-DK2,183.53,294.62,73.1,62.94,entsoe.eu,False,
2021-01-08 09:00:00,Denmark,East Denmark,DK-DK2,166.5,273.73,75.56,64.02,entsoe.eu,False,
2021-01-08 10:00:00,Denmark,East Denmark,DK-DK2,148.98,255.14,77.39,65.48,entsoe.eu,False,
2021-01-08 11:00:00,Denmark,East Denmark,DK-DK2,152.7,259.1,76.7,65.25,entsoe.eu,False,
2021-01-08 12:00:00,Denmark,East Denmark,DK-DK2,169.68,280.71,74.77,64.67,entsoe.eu,False,
2021-01-08 13:00:00,Denmark,East Denmark,DK-DK2,158.77,269.73,76.06,65.38,entsoe.eu,False,
2021-01-08 14:00:00,Denmark,East Denmark,DK-DK2,176.89,293.53,73.37,65.06,entsoe.eu,False,
2021-01-08 15:00:00,Denmark,East Denmark,DK-DK2,191.27,311.0,71.21,64.13,entsoe.eu,False,
2021-01-08 16:00:00,Denmark,East Denmark,DK-DK2,163.57,268.82,74.92,63.07,entsoe.eu,False,
2021-01-08 17:00:00,Denmark,East Denmark,DK-DK2,162.07,269.74,74.75,64.39,entsoe.eu,False,
2021-01-08 18:00:00,Denmark,East Denmark,DK-DK2,150.24,253.83,77.46,65.23,entsoe.eu,False,
2021-01-08 19:00:00,Denmark,East Denmark,DK-DK2,142.49,242.01,79.35,65.29,entsoe.eu,False,
2021-01-08 20:00:00,Denmark,East Denmark,DK-DK2,140.15,238.18,79.65,64.62,entsoe.eu,False,
2021-01-08 21:00:00,Denmark,East Denmark,DK-DK2,141.21,240.65,79.23,63.91,entsoe.eu,False,
2021-01-08 22:00:00,Denmark,East Denmark,DK-DK2,142.38,228.97,78.72,60.82,entsoe.eu,False,
2021-01-08 23:00:00,Denmark,East Denmark,DK-DK2,144.1,223.16,79.33,58.7,entsoe.eu,True,ESTIMATED_FORECASTS_HIERARCHY
2021-01-09 00:00:00,Denmark,East Denmark,DK-DK2,159.58,241.71,76.87,56.71,entsoe.eu,True,ESTIMATED_FORECASTS_HIERARCHY
2021-01-09 01:00:00,Denmark,East Denmark,DK-DK2,135.23,216.44,79.4,57.64,entsoe.eu,True,ESTIMATED_FORECASTS_HIERARCHY
2021-01-09 02:00:00,Denmark,East Denmark,DK-DK2,132.07,213.11,79.84,57.99,entsoe.eu,True,ESTIMATED_FORECASTS_HIERARCHY
2021-01-09 03:00:00,Denmark,East Denmark,DK-DK2,131.6,212.36,80.01,58.13,entsoe.eu,True,ESTIMATED_FORECASTS_HIERARCHY
2021-01-09 04:00:00,Denmark,East Denmark,DK-DK2,145.88,228.3,78.17,58.44,entsoe.eu,False,
2021-01-09 05:00:00,Denmark,East Denmark,DK-DK2,136.36,216.46,79.72,59.42,entsoe.eu,True,ESTIMATED_FORECASTS_HIERARCHY
2021-01-09 06:00:00,Denmark,East Denmark,DK-DK2,147.27,228.15,78.19,59.37,entsoe.eu,False,
2021-01-09 07:00:00,Denmark,East Denmark,DK-DK2,157.9,240.63,77.12,58.75,entsoe.eu,False,
2021-01-09 08:00:00,Denmark,East Denmark,DK-DK2,160.62,245.93,76.34,57.02,entsoe.eu,True,ESTIMATED_FORECASTS_HIERARCHY
2021-01-09 09:00:00,Denmark,East Denmark,DK-DK2,158.08,242.24,75.59,56.91,entsoe.eu,False,
2021-01-09 10:00:00,Denmark,East Denmark,DK-DK2,156.64,241.4,75.22,56.89,entsoe.eu,False,
2021-01-09 11:00:00,Denmark,East Denmark,DK-DK2,169.13,255.03,72.55,55.16,entsoe.eu,False,
2021-01-09 12:00:00,Denmark,East Denmark,DK-DK2,205.55,292.2,67.49,53.14,entsoe.eu,False,
2021-01-09 13:00:00,Denmark,East Denmark,DK-DK2,216.99,306.73,66.36,52.93,entsoe.eu,False,
2021-01-09 14:00:00,Denmark,East Denmark,DK-DK2,242.15,338.71,63.14,52.1,entsoe.eu,False,
2021-01-09 15:00:00,Denmark,East Denmark,DK-DK2,329.57,433.79,52.22,45.44,entsoe.eu,False,
2021-01-09 16:00:00,Denmark,East Denmark,DK-DK2,279.17,377.37,57.67,48.33,entsoe.eu,False,
2021-01-09 17:00:00,Denmark,East Denmark,DK-DK2,266.76,364.12,59.34,48.99,entsoe.eu,False,
2021-01-09 18:00:00,Denmark,East Denmark,DK-DK2,236.28,329.95,63.06,51.58,entsoe.eu,False,
2021-01-09 19:00:00,Denmark,East Denmark,DK-DK2,204.23,291.27,67.87,53.77,entsoe.eu,False,
2021-01-09 20:00:00,Denmark,East Denmark,DK-DK2,196.91,283.02,69.06,55.16,entsoe.eu,False,
2021-01-09 21:00:00,Denmark,East Denmark,DK-DK2,168.38,248.76,73.95,58.31,entsoe.eu,False,
2021-01-09 22:00:00,Denmark,East Denmark,DK-DK2,150.61,228.93,76.52,59.72,entsoe.eu,False,
2021-01-09 23:00:00,Denmark,East Denmark,DK-DK2,141.18,214.7,79.23,62.21,entsoe.eu,False,
2021-01-10 00:00:00,Denmark,East Denmark,DK-DK2,144.48,218.63,78.93,62.43,entsoe.eu,False,
2021-01-10 01:00:00,Denmark,East Denmark,DK-DK2,142.61,214.76,79.25,63.27,entsoe.eu,False,
2021-01-10 02:00:00,Denmark,East Denmark,DK-DK2,137.62,209.09,79.91,65.03,entsoe.eu,False,
2021-01-10 03:00:00,Denmark,East Denmark,DK-DK2,139.68,210.64,79.65,65.6,entsoe.eu,False,
2021-01-10 04:00:00,Denmark,East Denmark,DK-DK2,133.56,203.39,80.51,65.83,entsoe.eu,False,
2021-01-10 05:00:00,Denmark,East Denmark,DK-DK2,140.09,209.44,79.73,67.08,entsoe.eu,False,
2021-01-10 06:00:00,Denmark,East Denmark,DK-DK2,126.72,194.01,81.52,68.13,entsoe.eu,False,
2021-01-10 07:00:00,Denmark,East Denmark,DK-DK2,134.07,200.5,80.47,70.33,entsoe.eu,False,
2021-01-10 08:00:00,Denmark,East Denmark,DK-DK2,136.86,203.17,79.67,69.54,entsoe.eu,False,
2021-01-10 09:00:00,Denmark,East Denmark,DK-DK2,136.21,202.95,79.15,69.05,entsoe.eu,False,
2021-01-10 10:00:00,Denmark,East Denmark,DK-DK2,123.01,187.62,81.1,70.58,entsoe.eu,False,
2021-01-10 11:00:00,Denmark,East Denmark,DK-DK2,124.87,189.01,80.89,71.59,entsoe.eu,False,
2021-01-10 12:00:00,Denmark,East Denmark,DK-DK2,108.7,172.0,83.26,71.38,entsoe.eu,False,
2021-01-10 13:00:00,Denmark,East Denmark,DK-DK2,125.27,190.33,80.88,70.8,entsoe.eu,False,
2021-01-10 14:00:00,Denmark,East Denmark,DK-DK2,154.51,221.45,76.75,69.34,entsoe.eu,False,
