Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2022-10-22 13:00:00,Denmark,East Denmark,DK-DK2,282.74,358.95,65.22,58.5,entsoe.eu,False,
2022-10-22 14:00:00,Denmark,East Denmark,DK-DK2,308.76,391.46,60.55,52.98,entsoe.eu,False,
2022-10-22 15:00:00,Denmark,East Denmark,DK-DK2,285.87,368.87,60.39,51.35,entsoe.eu,False,
2022-10-22 16:00:00,Denmark,East Denmark,DK-DK2,277.47,356.87,62.11,53.63,entsoe.eu,False,
2022-10-22 17:00:00,Denmark,East Denmark,DK-DK2,259.18,336.13,63.92,56.7,entsoe.eu,False,
2022-10-22 18:00:00,Denmark,East Denmark,DK-DK2,238.93,316.83,64.76,55.69,entsoe.eu,False,
2022-10-22 19:00:00,Denmark,East Denmark,DK-DK2,229.83,303.74,68.08,59.58,entsoe.eu,False,
2022-10-22 20:00:00,Denmark,East Denmark,DK-DK2,239.94,317.11,63.99,56.96,entsoe.eu,False,
2022-10-22 21:00:00,Denmark,East Denmark,DK-DK2,213.38,286.42,67.27,63.19,entsoe.eu,False,
2022-10-22 22:00:00,Denmark,East Denmark,DK-DK2,201.32,266.51,71.93,63.63,entsoe.eu,False,
2022-10-22 23:00:00,Denmark,East Denmark,DK-DK2,194.15,259.96,72.4,62.55,entsoe.eu,False,
2022-10-23 00:00:00,Denmark,East Denmark,DK-DK2,205.82,274.65,70.32,61.87,entsoe.eu,False,
2022-10-23 01:00:00,Denmark,East Denmark,DK-DK2,232.04,303.82,68.51,62.84,entsoe.eu,False,
2022-10-23 02:00:00,Denmark,East Denmark,DK-DK2,229.79,298.86,69.4,64.63,entsoe.eu,False,
2022-10-23 03:00:00,Denmark,East Denmark,DK-DK2,241.05,314.33,68.07,61.04,entsoe.eu,False,
2022-10-23 04:00:00,Denmark,East Denmark,DK-DK2,306.72,387.1,61.01,55.27,entsoe.eu,False,
2022-10-23 05:00:00,Denmark,East Denmark,DK-DK2,297.64,379.31,60.95,51.92,entsoe.eu,False,
2022-10-23 06:00:00,Denmark,East Denmark,DK-DK2,335.18,419.28,58.21,49.25,entsoe.eu,False,
2022-10-23 07:00:00,Denmark,East Denmark,DK-DK2,328.34,409.11,60.57,52.5,entsoe.eu,False,
2022-10-23 08:00:00,Denmark,East Denmark,DK-DK2,273.35,345.01,67.18,57.48,entsoe.eu,False,
2022-10-23 09:00:00,Denmark,East Denmark,DK-DK2,257.88,329.06,68.67,61.0,entsoe.eu,False,
2022-10-23 10:00:00,Denmark,East Denmark,DK-DK2,244.4,313.9,70.24,61.79,entsoe.eu,False,
2022-10-23 11:00:00,Denmark,East Denmark,DK-DK2,260.79,332.18,68.49,61.25,entsoe.eu,False,
2022-10-23 12:00:00,Denmark,East Denmark,DK-DK2,264.53,336.41,68.22,59.46,entsoe.eu,False,
2022-10-23 13:00:00,Denmark,East Denmark,DK-DK2,288.06,362.43,65.59,56.11,entsoe.eu,False,
2022-10-23 14:00:00,Denmark,East Denmark,DK-DK2,317.22,394.62,62.73,54.22,entsoe.eu,False,
2022-10-23 15:00:00,Denmark,East Denmark,DK-DK2,302.12,375.98,64.3,55.18,entsoe.eu,False,
2022-10-23 16:00:00,Denmark,East Denmark,DK-DK2,283.1,352.72,66.53,59.18,entsoe.eu,False,
2022-10-23 17:00:00,Denmark,East Denmark,DK-DK2,258.14,324.33,69.64,64.02,entsoe.eu,False,
2022-10-23 18:00:00,Denmark,East Denmark,DK-DK2,221.14,282.36,73.08,68.5,entsoe.eu,False,
2022-10-23 19:00:00,Denmark,East Denmark,DK-DK2,187.06,242.81,76.88,70.72,entsoe.eu,False,
2022-10-23 20:00:00,Denmark,East Denmark,DK-DK2,164.12,217.94,78.04,72.42,entsoe.eu,False,
2022-10-23 21:00:00,Denmark,East Denmark,DK-DK2,156.76,210.24,78.12,74.78,entsoe.eu,False,
2022-10-23 22:00:00,Denmark,East Denmark,DK-DK2,141.4,192.76,79.64,76.07,entsoe.eu,False,
2022-10-23 23:00:00,Denmark,East Denmark,DK-DK2,153.05,207.86,78.17,71.98,entsoe.eu,False,
2022-10-24 00:00:00,Denmark,East Denmark,DK-DK2,172.9,230.86,76.35,70.13,entsoe.eu,False,
2022-10-24 01:00:00,Denmark,East Denmark,DK-DK2,179.82,236.16,76.27,73.59,entsoe.eu,False,
2022-10-24 02:00:00,Denmark,East Denmark,DK-DK2,179.45,237.21,75.43,73.89,entsoe.eu,False,
2022-10-24 03:00:00,Denmark,East Denmark,DK-DK2,163.37,220.62,76.76,72.59,entsoe.eu,False,
2022-10-24 04:00:00,Denmark,East Denmark,DK-DK2,178.08,233.73,76.75,72.28,entsoe.eu,False,
2022-10-24 05:00:00,Denmark,East Denmark,DK-DK2,213.36,270.11,73.75,70.23,entsoe.eu,False,
2022-10-24 06:00:00,Denmark,East Denmark,DK-DK2,230.11,286.72,73.31,70.33,entsoe.eu,False,
2022-10-24 07:00:00,Denmark,East Denmark,DK-DK2,203.93,259.22,75.27,72.82,entsoe.eu,False,
2022-10-24 08:00:00,Denmark,East Denmark,DK-DK2,180.61,233.08,77.54,75.43,entsoe.eu,False,
2022-10-24 09:00:00,Denmark,East Denmark,DK-DK2,149.65,199.01,80.52,79.14,entsoe.eu,False,
2022-10-24 10:00:00,Denmark,East Denmark,DK-DK2,107.12,154.17,84.64,80.55,entsoe.eu,False,
2022-10-24 11:00:00,Denmark,East Denmark,DK-DK2,105.44,155.87,84.8,81.94,entsoe.eu,False,
2022-10-24 12:00:00,Denmark,East Denmark,DK-DK2,107.49,161.96,84.3,83.21,entsoe.eu,False,
2022-10-24 13:00:00,Denmark,East Denmark,DK-DK2,103.46,155.34,84.99,82.74,entsoe.eu,False,
2022-10-24 14:00:00,Denmark,East Denmark,DK-DK2,109.31,162.52,84.3,82.19,entsoe.eu,False,
2022-10-24 15:00:00,Denmark,East Denmark,DK-DK2,110.94,165.39,84.05,80.77,entsoe.eu,False,
2022-10-24 16:00:00,Denmark,East Denmark,DK-DK2,110.9,165.31,84.54,83.31,entsoe.eu,False,
2022-10-24 17:00:00,Denmark,East Denmark,DK-DK2,103.3,151.72,85.43,83.32,entsoe.eu,False,
2022-10-24 18:00:00,Denmark,East Denmark,DK-DK2,91.67,133.03,87.11,84.23,entsoe.eu,False,
2022-10-24 19:00:00,Denmark,East Denmark,DK-DK2,72.14,109.74,89.42,86.58,entsoe.eu,False,
2022-10-24 20:00:00,Denmark,East Denmark,DK-DK2,76.47,115.2,89.24,85.69,entsoe.eu,False,
2022-10-24 21:00:00,Denmark,East Denmark,DK-DK2,65.11,102.77,90.3,88.18,entsoe.eu,False,
2022-10-24 22:00:00,Denmark,East Denmark,DK-DK2,63.4,101.43,90.84,86.94,entsoe.eu,False,
2022-10-24 23:00:00,Denmark,East Denmark,DK-DK2,70.45,108.99,89.98,87.38,entsoe.eu,False,
2022-10-25 00:00:00,Denmark,East Denmark,DK-DK2,86.76,127.9,87.43,84.25,entsoe.eu,False,
2022-10-25 01:00:00,Denmark,East Denmark,DK-DK2,95.84,139.76,86.37,82.95,entsoe.eu,False,
2022-10-25 02:00:00,Denmark,East Denmark,DK-DK2,102.09,146.51,85.52,81.16,entsoe.eu,False,
2022-10-25 03:00:00,Denmark,East Denmark,DK-DK2,118.53,165.26,81.61,77.22,entsoe.eu,False,
2022-10-25 04:00:00,Denmark,East Denmark,DK-DK2,114.0,159.76,82.34,78.78,entsoe.eu,False,
2022-10-25 05:00:00,Denmark,East Denmark,DK-DK2,119.87,166.92,81.24,77.83,entsoe.eu,False,
2022-10-25 06:00:00,Denmark,East Denmark,DK-DK2,115.41,162.1,82.14,79.94,entsoe.eu,False,
2022-10-25 07:00:00,Denmark,East Denmark,DK-DK2,115.36,162.41,82.27,79.95,entsoe.eu,False,
2022-10-25 08:00:00,Denmark,East Denmark,DK-DK2,104.27,150.65,83.56,81.17,entsoe.eu,False,
2022-10-25 09:00:00,Denmark,East Denmark,DK-DK2,92.78,137.63,85.35,83.7,entsoe.eu,False,
2022-10-25 10:00:00,Denmark,East Denmark,DK-DK2,100.44,147.21,84.33,82.45,entsoe.eu,False,
2022-10-25 11:00:00,Denmark,East Denmark,DK-DK2,94.53,139.36,85.25,81.43,entsoe.eu,False,
2022-10-25 12:00:00,Denmark,East Denmark,DK-DK2,112.58,161.42,81.7,79.18,entsoe.eu,False,
2022-10-25 13:00:00,Denmark,East Denmark,DK-DK2,114.78,165.73,80.92,78.37,entsoe.eu,False,
2022-10-25 14:00:00,Denmark,East Denmark,DK-DK2,124.48,178.58,78.71,77.22,entsoe.eu,False,
2022-10-25 15:00:00,Denmark,East Denmark,DK-DK2,136.71,190.36,77.14,73.52,entsoe.eu,False,
2022-10-25 16:00:00,Denmark,East Denmark,DK-DK2,152.47,207.27,77.34,73.55,entsoe.eu,False,
2022-10-25 17:00:00,Denmark,East Denmark,DK-DK2,151.35,206.58,76.77,72.09,entsoe.eu,False,
2022-10-25 18:00:00,Denmark,East Denmark,DK-DK2,154.3,210.99,76.01,70.68,entsoe.eu,False,
2022-10-25 19:00:00,Denmark,East Denmark,DK-DK2,174.04,233.16,74.47,69.09,entsoe.eu,False,
2022-10-25 20:00:00,Denmark,East Denmark,DK-DK2,174.08,232.73,76.15,69.34,entsoe.eu,False,
2022-10-25 21:00:00,Denmark,East Denmark,DK-DK2,163.89,224.04,76.11,67.89,entsoe.eu,False,
2022-10-25 22:00:00,Denmark,East Denmark,DK-DK2,163.03,225.84,74.51,65.31,entsoe.eu,False,
2022-10-25 23:00:00,Denmark,East Denmark,DK-DK2,166.01,229.83,73.96,64.76,entsoe.eu,False,
2022-10-26 00:00:00,Denmark,East Denmark,DK-DK2,171.0,235.9,73.37,63.61,entsoe.eu,False,
2022-10-26 01:00:00,Denmark,East Denmark,DK-DK2,181.27,249.39,71.32,62.25,entsoe.eu,False,
2022-10-26 02:00:00,Denmark,East Denmark,DK-DK2,182.73,251.58,70.85,60.24,entsoe.eu,False,
2022-10-26 03:00:00,Denmark,East Denmark,DK-DK2,202.26,276.24,68.02,58.15,entsoe.eu,False,
2022-10-26 04:00:00,Denmark,East Denmark,DK-DK2,258.62,335.55,63.14,55.32,entsoe.eu,False,
2022-10-26 05:00:00,Denmark,East Denmark,DK-DK2,291.29,369.12,60.65,53.18,entsoe.eu,False,
2022-10-26 06:00:00,Denmark,East Denmark,DK-DK2,275.83,349.33,63.37,54.44,entsoe.eu,False,
2022-10-26 07:00:00,Denmark,East Denmark,DK-DK2,270.96,344.1,63.35,55.05,entsoe.eu,False,
2022-10-26 08:00:00,Denmark,East Denmark,DK-DK2,234.86,306.27,67.36,59.28,entsoe.eu,False,
2022-10-26 09:00:00,Denmark,East Denmark,DK-DK2,261.45,332.46,66.74,59.39,entsoe.eu,False,
2022-10-26 10:00:00,Denmark,East Denmark,DK-DK2,274.16,345.9,65.52,59.48,entsoe.eu,False,
2022-10-26 11:00:00,Denmark,East Denmark,DK-DK2,267.21,342.14,64.2,59.66,entsoe.eu,False,
2022-10-26 12:00:00,Denmark,East Denmark,DK-DK2,245.8,318.76,66.22,59.25,entsoe.eu,False,
2022-10-26 13:00:00,Denmark,East Denmark,DK-DK2,251.21,325.42,64.75,57.95,entsoe.eu,False,
2022-10-26 14:00:00,Denmark,East Denmark,DK-DK2,301.64,378.39,59.55,53.89,entsoe.eu,False,
2022-10-26 15:00:00,Denmark,East Denmark,DK-DK2,301.22,377.67,58.75,53.14,entsoe.eu,False,
2022-10-26 16:00:00,Denmark,East Denmark,DK-DK2,280.3,350.06,62.44,56.14,entsoe.eu,False,
2022-10-26 17:00:00,Denmark,East Denmark,DK-DK2,262.51,329.48,65.2,60.27,entsoe.eu,False,
2022-10-26 18:00:00,Denmark,East Denmark,DK-DK2,215.1,275.89,69.8,67.81,entsoe.eu,False,
2022-10-26 19:00:00,Denmark,East Denmark,DK-DK2,164.19,219.97,75.48,74.24,entsoe.eu,False,
2022-10-26 20:00:00,Denmark,East Denmark,DK-DK2,138.27,190.05,78.9,75.55,entsoe.eu,False,
2022-10-26 21:00:00,Denmark,East Denmark,DK-DK2,128.63,179.43,80.45,73.04,entsoe.eu,False,
2022-10-26 22:00:00,Denmark,East Denmark,DK-DK2,131.3,182.36,80.53,77.13,entsoe.eu,False,
2022-10-26 23:00:00,Denmark,East Denmark,DK-DK2,139.99,192.68,79.22,74.93,entsoe.eu,False,
2022-10-27 00:00:00,Denmark,East Denmark,DK-DK2,147.88,202.18,77.22,73.07,entsoe.eu,False,
2022-10-27 01:00:00,Denmark,East Denmark,DK-DK2,152.41,207.77,76.5,72.13,entsoe.eu,False,
2022-10-27 02:00:00,Denmark,East Denmark,DK-DK2,148.06,202.45,78.03,73.21,entsoe.eu,False,
2022-10-27 03:00:00,Denmark,East Denmark,DK-DK2,152.16,208.16,77.24,72.58,entsoe.eu,False,
2022-10-27 04:00:00,Denmark,East Denmark,DK-DK2,149.5,205.85,77.09,72.07,entsoe.eu,False,
2022-10-27 05:00:00,Denmark,East Denmark,DK-DK2,184.71,243.72,74.25,68.4,entsoe.eu,False,
2022-10-27 06:00:00,Denmark,East Denmark,DK-DK2,197.55,257.15,73.3,66.4,entsoe.eu,False,
2022-10-27 07:00:00,Denmark,East Denmark,DK-DK2,241.73,307.5,68.69,63.41,entsoe.eu,False,
2022-10-27 08:00:00,Denmark,East Denmark,DK-DK2,209.95,274.42,72.4,64.98,entsoe.eu,False,
2022-10-27 09:00:00,Denmark,East Denmark,DK-DK2,192.54,258.15,74.59,67.45,entsoe.eu,False,
2022-10-27 10:00:00,Denmark,East Denmark,DK-DK2,197.36,263.02,75.5,70.42,entsoe.eu,False,
2022-10-27 11:00:00,Denmark,East Denmark,DK-DK2,209.58,275.61,73.52,69.05,entsoe.eu,False,
2022-10-27 12:00:00,Denmark,East Denmark,DK-DK2,212.61,279.92,72.06,67.58,entsoe.eu,False,
2022-10-27 13:00:00,Denmark,East Denmark,DK-DK2,254.05,324.18,68.06,62.53,entsoe.eu,False,
2022-10-27 14:00:00,Denmark,East Denmark,DK-DK2,251.98,320.21,67.75,62.31,entsoe.eu,False,
2022-10-27 15:00:00,Denmark,East Denmark,DK-DK2,268.15,334.55,67.24,61.57,entsoe.eu,False,
2022-10-27 16:00:00,Denmark,East Denmark,DK-DK2,261.26,324.27,68.93,64.57,entsoe.eu,False,
2022-10-27 17:00:00,Denmark,East Denmark,DK-DK2,180.56,238.06,75.92,71.76,entsoe.eu,False,
2022-10-27 18:00:00,Denmark,East Denmark,DK-DK2,137.11,189.81,80.81,78.46,entsoe.eu,False,
2022-10-27 19:00:00,Denmark,East Denmark,DK-DK2,100.33,145.76,85.34,80.33,entsoe.eu,False,
2022-10-27 20:00:00,Denmark,East Denmark,DK-DK2,95.28,138.51,86.06,81.47,entsoe.eu,False,
2022-10-27 21:00:00,Denmark,East Denmark,DK-DK2,95.42,138.32,86.32,82.65,entsoe.eu,False,
2022-10-27 22:00:00,Denmark,East Denmark,DK-DK2,91.69,134.71,86.17,79.65,entsoe.eu,False,
2022-10-27 23:00:00,Denmark,East Denmark,DK-DK2,80.47,121.84,87.7,81.21,entsoe.eu,False,
2022-10-28 00:00:00,Denmark,East Denmark,DK-DK2,76.73,118.84,88.14,81.71,entsoe.eu,False,
2022-10-28 01:00:00,Denmark,East Denmark,DK-DK2,76.96,117.66,88.08,81.3,entsoe.eu,False,
2022-10-28 02:00:00,Denmark,East Denmark,DK-DK2,89.5,134.44,86.12,77.88,entsoe.eu,False,
2022-10-28 03:00:00,Denmark,East Denmark,DK-DK2,111.65,160.85,82.95,74.51,entsoe.eu,False,
2022-10-28 04:00:00,Denmark,East Denmark,DK-DK2,144.52,201.91,77.76,72.01,entsoe.eu,False,
2022-10-28 05:00:00,Denmark,East Denmark,DK-DK2,172.84,235.6,73.66,65.88,entsoe.eu,False,
2022-10-28 06:00:00,Denmark,East Denmark,DK-DK2,217.71,286.05,68.94,61.46,entsoe.eu,False,
2022-10-28 07:00:00,Denmark,East Denmark,DK-DK2,217.57,285.15,70.0,63.47,entsoe.eu,False,
2022-10-28 08:00:00,Denmark,East Denmark,DK-DK2,225.27,293.8,69.64,63.65,entsoe.eu,False,
2022-10-28 09:00:00,Denmark,East Denmark,DK-DK2,199.92,266.45,73.11,68.26,entsoe.eu,False,
2022-10-28 10:00:00,Denmark,East Denmark,DK-DK2,178.15,243.7,75.26,69.0,entsoe.eu,False,
2022-10-28 11:00:00,Denmark,East Denmark,DK-DK2,174.15,239.5,76.13,69.13,entsoe.eu,False,
2022-10-28 12:00:00,Denmark,East Denmark,DK-DK2,141.92,202.49,80.14,71.48,entsoe.eu,False,
2022-10-28 13:00:00,Denmark,East Denmark,DK-DK2,143.33,201.19,80.73,70.48,entsoe.eu,False,
2022-10-28 14:00:00,Denmark,East Denmark,DK-DK2,170.16,230.21,77.36,67.92,entsoe.eu,False,
2022-10-28 15:00:00,Denmark,East Denmark,DK-DK2,180.24,240.7,75.49,67.16,entsoe.eu,False,
2022-10-28 16:00:00,Denmark,East Denmark,DK-DK2,141.57,197.15,80.2,72.95,entsoe.eu,False,
2022-10-28 17:00:00,Denmark,East Denmark,DK-DK2,111.09,159.76,84.32,77.86,entsoe.eu,False,
2022-10-28 18:00:00,Denmark,East Denmark,DK-DK2,59.85,97.84,91.64,73.62,entsoe.eu,False,
2022-10-28 19:00:00,Denmark,East Denmark,DK-DK2,48.59,84.09,93.25,72.12,entsoe.eu,False,
2022-10-28 20:00:00,Denmark,East Denmark,DK-DK2,42.68,75.94,94.05,73.48,entsoe.eu,False,
2022-10-28 21:00:00,Denmark,East Denmark,DK-DK2,41.13,73.68,94.25,75.16,entsoe.eu,False,
2022-10-28 22:00:00,Denmark,East Denmark,DK-DK2,33.06,63.47,95.37,76.68,entsoe.eu,False,
2022-10-28 23:00:00,Denmark,East Denmark,DK-DK2,32.34,62.36,95.48,78.78,entsoe.eu,False,
2022-10-29 00:00:00,Denmark,East Denmark,DK-DK2,31.9,61.61,95.54,79.53,entsoe.eu,False,
2022-10-29 01:00:00,Denmark,East Denmark,DK-DK2,32.88,62.61,95.37,81.09,entsoe.eu,False,
2022-10-29 02:00:00,Denmark,East Denmark,DK-DK2,33.14,62.8,95.34,81.08,entsoe.eu,False,
2022-10-29 03:00:00,Denmark,East Denmark,DK-DK2,39.45,70.3,94.44,78.22,entsoe.eu,False,
2022-10-29 04:00:00,Denmark,East Denmark,DK-DK2,43.97,76.49,93.9,75.97,entsoe.eu,False,
2022-10-29 05:00:00,Denmark,East Denmark,DK-DK2,56.0,90.86,92.19,73.74,entsoe.eu,False,
2022-10-29 06:00:00,Denmark,East Denmark,DK-DK2,59.3,95.31,91.68,73.88,entsoe.eu,False,
2022-10-29 07:00:00,Denmark,East Denmark,DK-DK2,61.48,98.04,91.36,73.58,entsoe.eu,False,
2022-10-29 08:00:00,Denmark,East Denmark,DK-DK2,68.78,106.56,90.26,72.41,entsoe.eu,False,
2022-10-29 09:00:00,Denmark,East Denmark,DK-DK2,61.38,99.86,91.13,74.51,entsoe.eu,False,
2022-10-29 10:00:00,Denmark,East Denmark,DK-DK2,60.9,100.19,90.74,74.56,entsoe.eu,False,
2022-10-29 11:00:00,Denmark,East Denmark,DK-DK2,70.57,112.02,89.46,74.65,entsoe.eu,False,
2022-10-29 12:00:00,Denmark,East Denmark,DK-DK2,76.67,118.09,88.88,71.2,entsoe.eu,False,
2022-10-29 13:00:00,Denmark,East Denmark,DK-DK2,95.23,140.0,86.23,67.7,entsoe.eu,False,
2022-10-29 14:00:00,Denmark,East Denmark,DK-DK2,110.68,156.22,84.68,64.84,entsoe.eu,False,
2022-10-29 15:00:00,Denmark,East Denmark,DK-DK2,113.99,160.12,83.85,63.82,entsoe.eu,False,
2022-10-29 16:00:00,Denmark,East Denmark,DK-DK2,112.47,158.12,84.17,63.89,entsoe.eu,False,
2022-10-29 17:00:00,Denmark,East Denmark,DK-DK2,113.37,159.05,84.02,63.93,entsoe.eu,False,
2022-10-29 18:00:00,Denmark,East Denmark,DK-DK2,110.38,154.37,84.5,63.41,entsoe.eu,False,
2022-10-29 19:00:00,Denmark,East Denmark,DK-DK2,96.82,140.97,85.6,63.23,entsoe.eu,False,
2022-10-29 20:00:00,Denmark,East Denmark,DK-DK2,84.83,127.63,87.55,62.01,entsoe.eu,False,
2022-10-29 21:00:00,Denmark,East Denmark,DK-DK2,73.45,115.14,89.27,61.12,entsoe.eu,False,
2022-10-29 22:00:00,Denmark,East Denmark,DK-DK2,72.98,116.27,89.29,61.93,entsoe.eu,False,
2022-10-29 23:00:00,Denmark,East Denmark,DK-DK2,76.32,117.42,89.26,59.34,entsoe.eu,False,
2022-10-30 00:00:00,Denmark,East Denmark,DK-DK2,76.4,119.79,89.27,61.64,entsoe.eu,True,ESTIMATED_FORECASTS_HIERARCHY
2022-10-30 01:00:00,Denmark,East Denmark,DK-DK2,73.14,115.47,89.78,62.78,entsoe.eu,True,ESTIMATED_FORECASTS_HIERARCHY
2022-10-30 02:00:00,Denmark,East Denmark,DK-DK2,68.42,107.4,90.35,62.46,entsoe.eu,False,
2022-10-30 03:00:00,Denmark,East Denmark,DK-DK2,72.23,111.13,89.9,61.14,entsoe.eu,False,
2022-10-30 04:00:00,Denmark,East Denmark,DK-DK2,65.08,103.6,90.89,62.49,entsoe.eu,False,
2022-10-30 05:00:00,Denmark,East Denmark,DK-DK2,59.38,97.99,91.59,64.81,entsoe.eu,False,
2022-10-30 06:00:00,Denmark,East Denmark,DK-DK2,69.24,110.33,90.26,65.48,entsoe.eu,False,
2022-10-30 07:00:00,Denmark,East Denmark,DK-DK2,74.66,115.16,89.45,64.05,entsoe.eu,False,
2022-10-30 08:00:00,Denmark,East Denmark,DK-DK2,83.43,123.86,88.35,64.0,entsoe.eu,False,
2022-10-30 09:00:00,Denmark,East Denmark,DK-DK2,90.69,132.77,87.3,64.5,entsoe.eu,False,
2022-10-30 10:00:00,Denmark,East Denmark,DK-DK2,90.86,134.82,87.24,63.43,entsoe.eu,False,
2022-10-30 11:00:00,Denmark,East Denmark,DK-DK2,92.32,137.43,86.98,61.49,entsoe.eu,False,
2022-10-30 12:00:00,Denmark,East Denmark,DK-DK2,117.39,166.41,84.58,59.2,entsoe.eu,False,
2022-10-30 13:00:00,Denmark,East Denmark,DK-DK2,109.9,158.61,85.16,58.09,entsoe.eu,False,
2022-10-30 14:00:00,Denmark,East Denmark,DK-DK2,111.25,160.36,84.78,57.65,entsoe.eu,False,
2022-10-30 15:00:00,Denmark,East Denmark,DK-DK2,117.83,167.91,83.64,57.97,entsoe.eu,False,
2022-10-30 16:00:00,Denmark,East Denmark,DK-DK2,124.78,176.26,82.02,58.35,entsoe.eu,False,
2022-10-30 17:00:00,Denmark,East Denmark,DK-DK2,139.55,192.41,80.54,56.78,entsoe.eu,False,
2022-10-30 18:00:00,Denmark,East Denmark,DK-DK2,130.08,181.78,81.34,56.97,entsoe.eu,False,
2022-10-30 19:00:00,Denmark,East Denmark,DK-DK2,129.22,180.31,81.27,57.13,entsoe.eu,False,
2022-10-30 20:00:00,Denmark,East Denmark,DK-DK2,114.64,163.48,83.5,58.07,entsoe.eu,False,
2022-10-30 21:00:00,Denmark,East Denmark,DK-DK2,84.33,128.76,87.91,60.6,entsoe.eu,False,
2022-10-30 22:00:00,Denmark,East Denmark,DK-DK2,71.04,111.65,89.84,61.11,entsoe.eu,False,
2022-10-30 23:00:00,Denmark,East Denmark,DK-DK2,83.48,127.3,87.98,58.2,entsoe.eu,False,
2022-10-31 00:00:00,Denmark,East Denmark,DK-DK2,81.92,125.49,88.47,58.02,entsoe.eu,False,
2022-10-31 01:00:00,Denmark,East Denmark,DK-DK2,82.28,126.46,88.31,58.05,entsoe.eu,False,
2022-10-31 02:00:00,Denmark,East Denmark,DK-DK2,78.23,121.71,88.97,58.15,entsoe.eu,False,
2022-10-31 03:00:00,Denmark,East Denmark,DK-DK2,80.43,125.03,88.7,58.49,entsoe.eu,False,
2022-10-31 04:00:00,Denmark,East Denmark,DK-DK2,95.81,143.12,86.59,57.56,entsoe.eu,False,
2022-10-31 05:00:00,Denmark,East Denmark,DK-DK2,124.26,175.56,82.97,56.95,entsoe.eu,False,
2022-10-31 06:00:00,Denmark,East Denmark,DK-DK2,220.45,288.92,70.72,56.71,entsoe.eu,False,
2022-10-31 07:00:00,Denmark,East Denmark,DK-DK2,237.37,309.67,68.23,57.09,entsoe.eu,False,
2022-10-31 08:00:00,Denmark,East Denmark,DK-DK2,220.67,289.94,71.1,59.74,entsoe.eu,False,
2022-10-31 09:00:00,Denmark,East Denmark,DK-DK2,202.52,268.95,73.56,61.59,entsoe.eu,False,
2022-10-31 10:00:00,Denmark,East Denmark,DK-DK2,182.51,246.71,76.22,64.1,entsoe.eu,False,
2022-10-31 11:00:00,Denmark,East Denmark,DK-DK2,178.57,243.03,76.73,65.59,entsoe.eu,False,
2022-10-31 12:00:00,Denmark,East Denmark,DK-DK2,180.47,246.28,75.46,62.27,entsoe.eu,False,
2022-10-31 13:00:00,Denmark,East Denmark,DK-DK2,261.68,337.7,66.82,56.55,entsoe.eu,False,
2022-10-31 14:00:00,Denmark,East Denmark,DK-DK2,234.59,308.39,69.35,57.74,entsoe.eu,False,
2022-10-31 15:00:00,Denmark,East Denmark,DK-DK2,279.89,357.94,64.83,54.58,entsoe.eu,False,
2022-10-31 16:00:00,Denmark,East Denmark,DK-DK2,315.93,392.33,62.26,51.49,entsoe.eu,False,
2022-10-31 17:00:00,Denmark,East Denmark,DK-DK2,310.69,386.56,62.09,51.85,entsoe.eu,False,
2022-10-31 18:00:00,Denmark,East Denmark,DK-DK2,285.39,362.8,62.78,53.96,entsoe.eu,False,
2022-10-31 19:00:00,Denmark,East Denmark,DK-DK2,224.52,293.82,70.35,58.13,entsoe.eu,False,
2022-10-31 20:00:00,Denmark,East Denmark,DK-DK2,216.93,286.63,71.06,60.2,entsoe.eu,False,
2022-10-31 21:00:00,Denmark,East Denmark,DK-DK2,187.21,251.9,74.34,61.63,entsoe.eu,False,
2022-10-31 22:00:00,Denmark,East Denmark,DK-DK2,184.54,245.88,75.34,64.07,entsoe.eu,False,
2022-10-31 23:00:00,Denmark,East Denmark,DK-DK2,152.84,208.78,79.62,68.86,entsoe.eu,False,
2022-11-01 00:00:00,Denmark,East Denmark,DK-DK2,100.12,147.1,85.89,77.06,entsoe.eu,False,
2022-11-01 01:00:00,Denmark,East Denmark,DK-DK2,82.67,124.79,88.26,79.42,entsoe.eu,False,
2022-11-01 02:00:00,Denmark,East Denmark,DK-DK2,73.96,114.43,89.47,79.69,entsoe.eu,False,
2022-11-01 03:00:00,Denmark,East Denmark,DK-DK2,73.22,113.31,89.55,80.57,entsoe.eu,False,
2022-11-01 04:00:00,Denmark,East Denmark,DK-DK2,63.49,100.96,90.82,85.14,entsoe.eu,False,
2022-11-01 05:00:00,Denmark,East Denmark,DK-DK2,64.38,101.11,90.68,84.74,entsoe.eu,False,
2022-11-01 06:00:00,Denmark,East Denmark,DK-DK2,80.3,119.42,88.65,81.93,entsoe.eu,False,
2022-11-01 07:00:00,Denmark,East Denmark,DK-DK2,82.45,122.89,88.36,78.62,entsoe.eu,False,
2022-11-01 08:00:00,Denmark,East Denmark,DK-DK2,72.5,112.42,89.78,79.49,entsoe.eu,False,
2022-11-01 09:00:00,Denmark,East Denmark,DK-DK2,72.76,112.86,89.74,81.34,entsoe.eu,False,
2022-11-01 10:00:00,Denmark,East Denmark,DK-DK2,108.64,153.64,86.01,83.38,entsoe.eu,False,
